Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+3	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	prep_dist_5	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
diary/test#74#diary#unknown.conllu	18	331	18.38888888888889	4.2101449275362315	0.67	0.595	0.75	0.67	6.646525679758308	12.688821752265861	4.229607250755287	1.8126888217522659	3.9274924471299095	13.595166163141993	0.3021148036253776	16.61631419939577	1.5105740181268883	0	8.459214501510575	0.9063444108761329	16.61631419939577	1.5105740181268883	0	11.178247734138973	0	0.4746376811594203	3.5714285714285716	35.714285714285715	17.857142857142858	42.857142857142854	0	0	92.0	8.0	67.56756756756756	0	24.324324324324323	8.108108108108109	0	0	0	0	4.0	20.0	12.0	64.0	0	75.0	25.0	0	0	0	100.0	0	66.66666666666667	0	33.333333333333336	0	0	0	0	50.0	0	50.0	2.2222222222222223	61.111111111111114	2.5405405405405403	2.7777777777777777	16.666666666666668	25.0	38.888888888888886	8.333333333333334	5.555555555555555	2.7777777777777777	3.6666666666666665	8.275	8.166666666666666	2.613899613899614	27	1.0909090909090908	11	90.9090909090909	9.090909090909092	0	0	0	38.095238095238095	61.904761904761905	72.72727272727273	27.272727272727273	1.8126888217522659	0.9063444108761329	2.1148036253776437	3.9274924471299095	4.833836858006042	0	0.6042296072507553	0	10.876132930513595	3.9274924471299095	0.9063444108761329	0.6042296072507553	3.9274924471299095	1.2084592145015105	0	12.386706948640484	1.2084592145015105	0	0.3021148036253776	0	2.1148036253776437	0	0	0.9063444108761329	0	0	0	1.2084592145015105	3.6253776435045317	3.6253776435045317	3.323262839879154	0	1.2084592145015105	5.13595166163142	6.646525679758308	0	0.6042296072507553	16.31419939577039	5.438066465256798	0	0.3021148036253776	34.375	65.625	85.71428571428571	14.285714285714286	1.3125	81.25	6.25	12.5	0	0
diary/training#177#diary#F.conllu	11	211	19.181818181818183	4.108108108108108	0.58	0	0.69	0	0.9478672985781991	9.47867298578199	9.47867298578199	4.739336492890995	3.7914691943127963	14.218009478672986	0	12.796208530805687	0.47393364928909953	0	11.848341232227488	1.8957345971563981	12.322274881516588	2.843601895734597	0	15.165876777251185	0	0.4594594594594595	0	5.0	45.0	50.0	0	0	83.33333333333333	16.666666666666668	37.5	3.125	34.375	25.0	0	0	0	0	0	41.666666666666664	0	58.333333333333336	0	20.0	0	80.0	0	0	80.0	20.0	100.0	0	0	0	0	0	10.0	40.0	30.0	20.0	3.0	90.9090909090909	2.71875	3.225806451612903	9.67741935483871	29.032258064516128	32.25806451612903	16.129032258064516	6.451612903225806	3.225806451612903	3.909090909090909	6.393939393939394	7.0	2.528735632183908	18	1.3333333333333333	3	66.66666666666667	33.333333333333336	0	0	0	47.05882352941177	52.94117647058823	77.77777777777777	22.22222222222222	0.47393364928909953	1.4218009478672986	3.3175355450236967	8.056872037914692	0.9478672985781991	0.47393364928909953	4.265402843601896	0	6.161137440758294	3.7914691943127963	1.4218009478672986	0	5.213270142180095	0.47393364928909953	0	10.42654028436019	3.3175355450236967	0.47393364928909953	0	0	3.3175355450236967	0	0	0.9478672985781991	0	0	0.47393364928909953	1.4218009478672986	6.161137440758294	2.3696682464454977	4.265402843601896	0	0.47393364928909953	6.6350710900473935	3.7914691943127963	0	0.47393364928909953	12.322274881516588	5.213270142180095	0	1.8957345971563981	35.714285714285715	64.28571428571429	100.0	0.0	1.7272727272727273	72.72727272727273	18.181818181818183	0	0	0
diary/training#46#diary#M.conllu	31	521	16.806451612903224	4.732456140350878	0.67	0.6	0.76	0.685	6.333973128598848	10.940499040307103	4.414587332053743	1.727447216890595	4.798464491362764	12.092130518234166	0	15.738963531669866	1.727447216890595	0	9.021113243761997	7.1017274472168905	12.476007677543187	0.9596928982725528	0	12.667946257197697	0	0.5285087719298246	1.7857142857142858	0	10.714285714285714	87.5	0	0	100.0	0	75.75757575757575	0	15.151515151515152	9.090909090909092	0	0	48.0	2.0	8.0	12.0	0	30.0	0	22.22222222222222	0	77.77777777777777	0	0	100.0	0	100.0	0	0	0	33.333333333333336	0	33.333333333333336	11.11111111111111	0	22.22222222222222	2.225806451612903	90.3225806451613	2.484848484848485	0	15.151515151515152	45.45454545454545	25.757575757575758	6.0606060606060606	4.545454545454546	3.0303030303030303	3.935483870967742	7.550724637681159	8.161290322580646	2.458823529411765	25	1.263157894736842	19	78.94736842105263	15.789473684210526	5.2631578947368425	0	0	20.0	80.0	96.7741935483871	3.225806451612903	0.3838771593090211	0.9596928982725528	1.1516314779270633	3.838771593090211	5.182341650671785	0	0.5758157389635317	0.19193857965451055	9.980806142034549	4.798464491362764	0.19193857965451055	0.19193857965451055	7.677543186180422	0.9596928982725528	0	10.940499040307103	1.1516314779270633	0	0	0	1.1516314779270633	0	0	0.5758157389635317	0	0	1.5355086372360844	0.9596928982725528	1.9193857965451055	6.142034548944338	5.950095969289827	0	1.5355086372360844	6.717850287907869	5.3742802303262955	0	0	12.476007677543187	5.950095969289827	0	1.5355086372360844	57.142857142857146	42.857142857142854	100.0	0.0	1.2222222222222223	77.77777777777777	22.22222222222222	0	0	0
diary/training#154#diary#F.conllu	24	474	19.75	4.292161520190024	0.64	0.58	0.76	0.67	3.3755274261603376	12.236286919831224	7.594936708860759	4.219409282700422	4.219409282700422	12.658227848101266	0.2109704641350211	16.666666666666668	1.2658227848101267	0	7.805907172995781	2.109704641350211	11.181434599156118	2.742616033755274	0	13.713080168776372	0	0.48931116389548696	16.666666666666668	8.333333333333334	27.083333333333332	47.916666666666664	0	0	97.43589743589743	2.5641025641025643	60.0	3.076923076923077	23.076923076923077	13.846153846153847	0	0	2.5641025641025643	0	5.128205128205129	35.8974358974359	2.5641025641025643	53.84615384615385	0	21.05263157894737	0	78.94736842105263	5.2631578947368425	0	84.21052631578948	10.526315789473685	95.0	0	5.0	0	0	0	15.789473684210526	31.57894736842105	0	52.63157894736842	2.875	100.0	2.8153846153846156	0	12.698412698412698	26.984126984126984	28.571428571428573	22.22222222222222	7.936507936507937	1.5873015873015872	3.9583333333333335	6.869565217391305	10.166666666666666	2.7858942065491186	38	1.0	11	100.0	0	0	0	0	38.70967741935484	61.29032258064516	85.71428571428571	14.285714285714286	0.6329113924050633	1.6877637130801688	2.109704641350211	7.594936708860759	2.742616033755274	0	2.5316455696202533	0.2109704641350211	9.70464135021097	4.219409282700422	1.4767932489451476	0.2109704641350211	4.430379746835443	1.2658227848101267	0	9.915611814345992	2.5316455696202533	0.2109704641350211	0	0	1.4767932489451476	0	0	0.2109704641350211	0.4219409282700422	0	0	1.8987341772151898	5.063291139240507	3.7974683544303796	4.219409282700422	0.2109704641350211	0.4219409282700422	4.641350210970464	8.227848101265822	0	0	11.181434599156118	5.063291139240507	0	1.6877637130801688	42.10526315789474	57.89473684210526	78.78787878787878	21.21212121212121	1.375	66.66666666666667	29.166666666666668	4.166666666666667	0	0
diary/training#93#diary#M.conllu	48	763	15.895833333333334	4.624624624624625	0.65	0.56	0.72	0.67	5.111402359108781	13.106159895150721	4.587155963302752	4.587155963302752	1.4416775884665793	14.941022280471822	0	18.74180865006553	1.0484927916120577	0	7.208387942332896	3.2765399737876804	12.7129750982962	1.0484927916120577	0	12.18872870249017	0	0.503003003003003	0	30.64516129032258	45.16129032258065	24.193548387096776	0	2.380952380952381	95.23809523809524	2.380952380952381	45.16129032258065	0	33.333333333333336	21.50537634408602	0	0	0	7.142857142857143	40.476190476190474	14.285714285714286	4.761904761904762	33.333333333333336	0	39.39393939393939	15.151515151515152	45.45454545454545	0	3.0303030303030303	87.87878787878788	9.090909090909092	94.28571428571429	2.857142857142857	2.857142857142857	0	0	6.0606060606060606	15.151515151515152	0	0	78.78787878787878	2.25	75.0	2.4946236559139785	2.150537634408602	18.27956989247312	30.107526881720432	36.55913978494624	6.451612903225806	3.225806451612903	3.225806451612903	3.7083333333333335	7.064814814814815	6.625	2.3516129032258064	31	1.2666666666666666	30	73.33333333333333	26.666666666666668	0	0	0	21.27659574468085	78.72340425531915	82.05128205128206	17.94871794871795	2.0969855832241153	0.5242463958060288	1.1795543905635648	4.193971166448231	4.193971166448231	0.2621231979030144	1.5727391874180865	0.7863695937090432	10.878112712975097	1.4416775884665793	1.1795543905635648	0.3931847968545216	3.9318479685452163	2.2280471821756227	0	14.416775884665793	0.5242463958060288	0	0	0	1.5727391874180865	0.3931847968545216	0.1310615989515072	0.1310615989515072	0	0	1.1795543905635648	1.0484927916120577	3.2765399737876804	5.897771952817824	4.587155963302752	0.5242463958060288	0.6553079947575361	5.111402359108781	5.111402359108781	0.2621231979030144	0.3931847968545216	12.450851900393184	6.290956749672346	0	1.1795543905635648	41.86046511627907	58.13953488372093	88.0	12.0	1.1627906976744187	83.72093023255815	16.27906976744186	0	0	0
diary/training#136#diary#F.conllu	36	512	14.222222222222221	4.877403846153846	0.69	0.65	0.81	0.73	10.15625	10.546875	4.296875	1.953125	2.9296875	12.5	0	22.65625	2.1484375	0	2.734375	1.953125	18.75	0.390625	0	8.984375	0	0.5913461538461539	0	6.976744186046512	60.46511627906977	32.55813953488372	0	4.166666666666667	91.66666666666667	4.166666666666667	52.17391304347826	0	6.521739130434782	41.30434782608695	0	0	4.166666666666667	0	16.666666666666668	16.666666666666668	12.5	50.0	0	70.0	20.0	10.0	0	0	100.0	0	100.0	0	0	0	0	0	20.0	0	0	80.0	1.4444444444444444	55.55555555555556	1.891304347826087	4.3478260869565215	39.130434782608695	26.08695652173913	26.08695652173913	2.1739130434782608	2.1739130434782608	0	3.5277777777777777	9.846153846153847	7.027777777777778	2.481578947368421	21	1.1428571428571428	21	85.71428571428571	14.285714285714286	0	0	0	13.333333333333334	86.66666666666667	85.71428571428571	14.285714285714286	2.1484375	0.78125	0.5859375	4.296875	7.6171875	0.9765625	0.1953125	0.5859375	10.15625	2.9296875	0.390625	1.171875	6.0546875	1.171875	0	11.71875	0.5859375	0.1953125	0	0	0.390625	0	0	0	0.1953125	0	0	0.1953125	0.78125	6.25	3.7109375	0.390625	1.3671875	2.734375	4.8828125	0.78125	0.390625	18.75	7.03125	0	0.5859375	50.0	50.0	80.0	20.0	1.0	100.0	0	0	0	0
diary/training#117#diary#F.conllu	5	117	23.4	4.118811881188119	0.65	0	0.72	0	3.4188034188034186	12.820512820512821	9.401709401709402	4.273504273504273	4.273504273504273	7.6923076923076925	0	14.52991452991453	2.5641025641025643	0	8.547008547008547	5.982905982905983	13.675213675213675	2.5641025641025643	0	10.256410256410257	0	0.504950495049505	0	0	33.333333333333336	66.66666666666667	0	0	100.0	0	50.0	0	25.0	25.0	0	0	16.666666666666668	0	0	0	16.666666666666668	66.66666666666667	0	0	0	100.0	0	0	100.0	0	80.0	0	20.0	0	0	0	0	75.0	0	25.0	2.6	60.0	2.9166666666666665	0	8.333333333333334	41.666666666666664	16.666666666666668	16.666666666666668	16.666666666666668	0	4.6	9.0	14.6	2.9375	37	1.2	5	80.0	20.0	0	0	0	28.571428571428573	71.42857142857143	80.0	20.0	1.7094017094017093	0.8547008547008547	1.7094017094017093	9.401709401709402	2.5641025641025643	1.7094017094017093	3.4188034188034186	0	10.256410256410257	4.273504273504273	1.7094017094017093	0	3.4188034188034186	0.8547008547008547	0.8547008547008547	7.6923076923076925	0	0	0	0	1.7094017094017093	0	0	0	1.7094017094017093	0	0.8547008547008547	1.7094017094017093	5.128205128205129	7.6923076923076925	3.4188034188034186	0	0.8547008547008547	4.273504273504273	4.273504273504273	0	0	13.675213675213675	4.273504273504273	0	0	27.272727272727273	72.72727272727273	87.5	12.5	1.3333333333333333	66.66666666666667	33.333333333333336	0	0	0
diary/training#150#diary#F.conllu	38	431	11.342105263157896	4.640883977900552	0.67	0.605	0.82	0.745	4.872389791183295	8.120649651972158	7.888631090487239	12.064965197215777	3.7122969837587005	10.672853828306264	0	11.368909512761022	1.3921113689095128	0	6.496519721577727	5.568445475638051	16.009280742459396	0.6960556844547564	0	11.136890951276103	0	0.4861878453038674	6.896551724137931	0	58.62068965517241	34.48275862068966	0	8.333333333333334	91.66666666666667	0	25.0	2.0833333333333335	37.5	35.416666666666664	0	0	16.666666666666668	0	16.666666666666668	16.666666666666668	8.333333333333334	41.666666666666664	1.9607843137254901	3.9215686274509802	9.803921568627452	84.31372549019608	4.3478260869565215	0	95.65217391304348	0	88.46153846153847	0	1.9230769230769231	9.615384615384615	26.08695652173913	2.1739130434782608	19.565217391304348	21.73913043478261	8.695652173913043	21.73913043478261	1.6842105263157894	89.47368421052632	2.125	4.166666666666667	20.833333333333332	39.583333333333336	29.166666666666668	6.25	0	0	2.736842105263158	6.734375	4.921052631578948	2.246913580246914	12	1.1	10	90.0	10.0	0	0	0	11.764705882352942	88.23529411764706	78.26086956521739	21.73913043478261	0	0.6960556844547564	1.3921113689095128	7.888631090487239	1.8561484918793503	0	7.424593967517401	0.46403712296983757	8.120649651972158	3.7122969837587005	2.0881670533642693	0	4.872389791183295	4.176334106728539	0.23201856148491878	7.192575406032483	3.2482598607888633	0.23201856148491878	0	0	1.160092807424594	0	0	0	0.46403712296983757	0	0.6960556844547564	0.23201856148491878	0.6960556844547564	2.7842227378190256	4.640371229698376	0.46403712296983757	0.6960556844547564	3.7122969837587005	5.800464037122969	0	0	16.009280742459396	8.816705336426914	0	0.23201856148491878	62.96296296296296	37.03703703703704	90.0	10.0	1.1764705882352942	88.23529411764706	5.882352941176471	5.882352941176471	0	0
diary/training#29#diary#M.conllu	16	225	14.0625	4.268656716417911	0.65	0.535	0.78	0.685	7.555555555555555	11.11111111111111	9.777777777777779	5.777777777777778	4.444444444444445	12.88888888888889	0	12.88888888888889	0.4444444444444444	0	8.88888888888889	0	10.666666666666666	3.111111111111111	0	12.444444444444445	0	0.47761194029850745	0	0	33.333333333333336	66.66666666666667	0	0	100.0	0	42.857142857142854	0	35.714285714285715	21.428571428571427	0	0	0	0	25.0	8.333333333333334	0	66.66666666666667	10.0	0	0	90.0	0	0	70.0	30.0	76.92307692307692	0	23.076923076923077	0	0	0	30.0	20.0	10.0	40.0	2.0	75.0	2.8214285714285716	0	3.5714285714285716	46.42857142857143	25.0	14.285714285714286	10.714285714285714	0	3.25	7.03125	5.5	2.338709677419355	15	1.25	4	75.0	25.0	0	0	0	35.714285714285715	64.28571428571429	88.88888888888889	11.11111111111111	0	1.3333333333333333	2.2222222222222223	8.444444444444445	4.888888888888889	0	2.6666666666666665	1.3333333333333333	7.555555555555555	4.888888888888889	1.7777777777777777	0	4.888888888888889	1.7777777777777777	0	11.11111111111111	1.7777777777777777	0	0	0	0.8888888888888888	0.8888888888888888	0	0.4444444444444444	0	0	0	1.3333333333333333	6.666666666666667	2.2222222222222223	3.5555555555555554	0.4444444444444444	0	4.888888888888889	4.0	0	0	10.222222222222221	7.111111111111111	0	2.6666666666666665	40.0	60.0	88.88888888888889	11.11111111111111	1.3846153846153846	61.53846153846154	38.46153846153846	0	0	0
diary/training#186#diary#F.conllu	24	647	26.958333333333332	4.480075901328274	0.61	0.54	0.74	0.655	5.409582689335394	13.446676970633694	7.109737248840804	4.945904173106646	3.091190108191654	11.437403400309119	0	15.610510046367851	0.7727975270479135	0	6.955177743431221	1.8547140649149922	18.547140649149924	1.545595054095827	0	9.273570324574962	0	0.4819734345351044	2.7777777777777777	8.333333333333334	36.111111111111114	52.77777777777778	3.8461538461538463	3.8461538461538463	80.76923076923077	11.538461538461538	43.333333333333336	6.666666666666667	31.666666666666668	18.333333333333332	0	0	3.8461538461538463	0	15.384615384615385	26.923076923076923	3.8461538461538463	50.0	0	0	0	100.0	0	0	89.65517241379311	10.344827586206897	90.625	0	9.375	0	6.896551724137931	6.896551724137931	17.24137931034483	17.24137931034483	0	51.724137931034484	3.0833333333333335	83.33333333333333	2.683333333333333	1.7241379310344827	10.344827586206897	34.48275862068966	25.862068965517242	20.689655172413794	3.4482758620689653	3.4482758620689653	5.083333333333333	8.743243243243244	13.291666666666666	3.0457256461232602	41	1.1666666666666667	24	83.33333333333333	16.666666666666668	0	0	0	45.16129032258065	54.83870967741935	65.38461538461539	34.61538461538461	1.2364760432766615	1.8547140649149922	2.009273570324575	6.800618238021638	3.554868624420402	0.46367851622874806	2.3183925811437405	0.3091190108191654	10.819165378670789	3.091190108191654	0.3091190108191654	0	3.2457496136012365	2.3183925811437405	0.3091190108191654	10.200927357032457	1.0819165378670788	0.1545595054095827	0	0	1.3910355486862442	0.3091190108191654	0.1545595054095827	0.1545595054095827	0	0	0	1.0819165378670788	4.1731066460587325	5.1004636785162285	3.400309119010819	0.3091190108191654	0.46367851622874806	3.7094281298299845	5.409582689335394	0.46367851622874806	0	18.547140649149924	3.7094281298299845	0	1.545595054095827	29.850746268656717	70.14925373134328	87.23404255319149	12.76595744680851	1.4242424242424243	72.72727272727273	15.151515151515152	9.090909090909092	3.0303030303030303	0
