Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
children/training#66#children#F.conllu	26	451	17.346153846153847	4.549222797927461	0.67	0.575	0.81	0.69	3.3259423503325944	8.425720620842572	7.095343680709535	5.764966740576496	5.099778270509978	10.199556541019955	0	12.86031042128603	0.4434589800443459	10.42128603104213	5.099778270509978	14.412416851441241	2.882483370288248	0	13.747228381374724	0.22172949002217296	0.49222797927461137	1.8867924528301887	37.735849056603776	45.283018867924525	15.09433962264151	0	0	96.875	3.125	51.61290322580645	3.225806451612903	11.290322580645162	33.87096774193548	0	21.875	0	6.25	28.125	0	43.75	0	57.69230769230769	7.6923076923076925	34.61538461538461	4.166666666666667	0	91.66666666666667	4.166666666666667	92.3076923076923	0	0	7.6923076923076925	20.833333333333332	0	12.5	16.666666666666668	0	50.0	2.6153846153846154	96.15384615384616	2.806451612903226	0	11.290322580645162	29.032258064516128	38.70967741935484	11.290322580645162	8.064516129032258	1.6129032258064515	3.9615384615384617	6.632352941176471	7.5	2.636111111111111	23	1.0	6	100.0	0	0	0	50.0	50.0	73.07692307692308	26.923076923076923	0.4434589800443459	0.8869179600886918	2.2172949002217295	5.986696230598669	1.5521064301552105	0.8869179600886918	3.7694013303769403	0.22172949002217296	7.5388026607538805	5.099778270509978	1.7738359201773837	0	6.651884700665189	1.7738359201773837	0	8.869179600886918	1.1086474501108647	0	0	0	1.7738359201773837	0.22172949002217296	0	1.3303769401330376	0	0	0.8869179600886918	2.2172949002217295	3.3259423503325944	1.9955654101995566	5.5432372505543235	0.22172949002217296	0.4434589800443459	4.878048780487805	6.208425720620842	0	1.1086474501108647	14.412416851441241	5.764966740576496	0	0.8869179600886918	50.0	50.0	92.0	8.0	1.1904761904761905	80.95238095238095	19.047619047619047	0	0	0
children/test#133#children#unknown.conllu	13	349	26.846153846153847	4.358895705521473	0.56	0.43	0.69	0.525	4.011461318051576	11.174785100286533	6.876790830945558	6.876790830945558	3.438395415472779	12.893982808022923	0	17.76504297994269	0.28653295128939826	11.74785100286533	0.28653295128939826	6.590257879656161	3.438395415472779	0	14.613180515759312	0	0.4662576687116564	22.22222222222222	11.11111111111111	11.11111111111111	55.55555555555556	0	0	95.83333333333333	4.166666666666667	47.05882352941177	0	47.05882352941177	5.882352941176471	0	0	0	20.833333333333332	20.833333333333332	25.0	33.333333333333336	29.166666666666668	0	12.5	58.333333333333336	0	0	100.0	0	87.5	0	0	12.5	0	0	14.285714285714286	4.761904761904762	38.095238095238095	42.857142857142854	4.384615384615385	76.92307692307692	3.0392156862745097	1.9607843137254901	9.803921568627452	25.49019607843137	27.45098039215686	17.647058823529413	15.686274509803921	1.9607843137254901	4.461538461538462	6.12280701754386	13.384615384615385	2.8466453674121404	26	1.0	15	100.0	0	0	0	47.5	52.5	94.44444444444444	5.555555555555555	0.8595988538681948	2.5787965616045847	2.865329512893983	6.876790830945558	2.865329512893983	0	4.584527220630372	0.28653295128939826	10.02865329512894	3.438395415472779	1.7191977077363896	0	4.2979942693409745	2.005730659025788	0	12.034383954154729	0.5730659025787965	0.28653295128939826	0	0	0.5730659025787965	0	0	0.28653295128939826	0	0	0	3.151862464183381	4.2979942693409745	4.584527220630372	4.584527220630372	0.5730659025787965	0.28653295128939826	8.30945558739255	6.017191977077364	0	0	6.590257879656161	3.7249283667621778	0.28653295128939826	1.4326647564469914	21.73913043478261	78.26086956521739	97.22222222222223	2.7777777777777777	1.44	64.0	28.0	8.0	0	0
children/training#179#children#M.conllu	20	520	26.0	4.466522678185745	0.58	0.485	0.73	0.63	3.269230769230769	12.115384615384615	10.0	6.346153846153846	3.4615384615384617	13.653846153846153	0	15.384615384615385	0.38461538461538464	6.730769230769231	0.9615384615384616	10.961538461538462	3.6538461538461537	0	13.076923076923077	0	0.4794816414686825	1.8518518518518519	18.51851851851852	40.74074074074074	38.888888888888886	6.25	0	87.5	6.25	47.05882352941177	0	20.58823529411765	32.35294117647059	0	6.25	0	6.25	37.5	0	50.0	0	6.0606060606060606	9.090909090909092	84.84848484848484	0	0	93.33333333333333	6.666666666666667	90.9090909090909	0	0	9.090909090909092	6.666666666666667	0	16.666666666666668	23.333333333333332	0	53.333333333333336	3.85	100.0	2.7205882352941178	0	11.940298507462687	37.3134328358209	26.865671641791046	10.447761194029852	13.432835820895523	0	4.8	6.753246753246753	12.4	2.853273137697517	49	1.1428571428571428	14	85.71428571428571	14.285714285714286	0	0	36.36363636363637	63.63636363636363	60.714285714285715	39.285714285714285	0.7692307692307693	1.7307692307692308	3.076923076923077	8.653846153846153	2.5	0.38461538461538464	4.230769230769231	0	9.807692307692308	3.4615384615384617	2.1153846153846154	0.19230769230769232	2.8846153846153846	2.1153846153846154	0.19230769230769232	10.961538461538462	2.3076923076923075	0.38461538461538464	0	0	0.5769230769230769	0	0	1.3461538461538463	0	0	0.19230769230769232	1.1538461538461537	5.576923076923077	3.4615384615384617	5.1923076923076925	0	0.38461538461538464	5.1923076923076925	5.384615384615385	0	0	10.961538461538462	3.8461538461538463	0	0.9615384615384616	29.850746268656717	70.14925373134328	91.48936170212765	8.51063829787234	1.5	68.75	18.75	6.25	6.25	0
children/training#119#children#F.conllu	53	639	12.056603773584905	3.96028880866426	0.69	0.575	0.79	0.655	4.225352112676056	11.424100156494523	8.92018779342723	4.381846635367762	4.225352112676056	12.363067292644757	0.3129890453834116	14.397496087636933	2.503912363067293	7.511737089201878	1.5649452269170578	13.302034428794991	1.7214397496087637	0	13.145539906103286	0	0.48736462093862815	4.6875	4.6875	21.875	68.75	0	1.8867924528301887	96.22641509433963	1.8867924528301887	63.095238095238095	3.5714285714285716	20.238095238095237	13.095238095238095	0	5.660377358490566	0	5.660377358490566	41.509433962264154	1.8867924528301887	45.283018867924525	0	0	0	100.0	14.285714285714286	0	82.14285714285714	3.5714285714285716	100.0	0	0	0	0	0	21.428571428571427	35.714285714285715	0	42.857142857142854	1.7924528301886793	81.13207547169812	2.357142857142857	3.6144578313253013	19.27710843373494	34.93975903614458	24.096385542168676	14.457831325301205	2.4096385542168677	1.2048192771084338	2.849056603773585	6.726315789473684	5.037735849056604	2.3313373253493013	23	1.1363636363636365	22	95.45454545454545	0	0	4.545454545454546	48.888888888888886	51.111111111111114	65.21739130434783	34.78260869565217	0.4694835680751174	1.408450704225352	2.0344287949921753	7.981220657276995	2.6604068857589986	0.3129890453834116	2.347417840375587	0.1564945226917058	9.546165884194053	4.225352112676056	0.3129890453834116	0.1564945226917058	4.538341158059468	1.8779342723004695	0.1564945226917058	11.11111111111111	1.2519561815336464	0	0.1564945226917058	0	1.0954616588419406	0	0	0.7824726134585289	0	0	0	1.8779342723004695	3.4428794992175273	4.225352112676056	3.2863849765258215	0.1564945226917058	1.7214397496087637	5.164319248826291	4.694835680751174	0	0.3129890453834116	13.302034428794991	8.294209702660407	0	0.9389671361502347	56.578947368421055	43.421052631578945	90.9090909090909	9.090909090909092	1.1379310344827587	86.20689655172414	13.793103448275861	0	0	0
children/test#21#children#unknown.conllu	21	437	20.80952380952381	4.501253132832081	0.61	0.53	0.79	0.665	5.491990846681922	10.068649885583524	11.670480549199084	6.178489702517163	5.034324942791762	10.755148741418765	0	17.391304347826086	0.2288329519450801	9.153318077803204	1.1441647597254005	8.695652173913043	2.517162471395881	0	11.670480549199084	0	0.518796992481203	27.027027027027028	24.324324324324323	16.216216216216218	32.432432432432435	0	6.451612903225806	87.09677419354838	6.451612903225806	60.78431372549019	0	27.45098039215686	11.764705882352942	0	6.451612903225806	12.903225806451612	12.903225806451612	6.451612903225806	32.25806451612903	29.032258064516128	3.7037037037037037	25.925925925925927	3.7037037037037037	66.66666666666667	3.8461538461538463	0	96.15384615384616	0	96.29629629629629	0	0	3.7037037037037037	7.6923076923076925	0	30.76923076923077	19.23076923076923	15.384615384615385	26.923076923076923	3.0476190476190474	76.19047619047619	2.9607843137254903	0	9.803921568627452	27.45098039215686	29.41176470588235	25.49019607843137	5.882352941176471	1.9607843137254901	4.619047619047619	6.828125	8.476190476190476	2.433862433862434	23	1.1666666666666667	12	83.33333333333333	16.666666666666668	0	0	36.36363636363637	63.63636363636363	87.5	12.5	0.4576659038901602	2.059496567505721	2.288329519450801	11.212814645308924	2.745995423340961	0	2.9748283752860414	0	9.153318077803204	5.034324942791762	1.1441647597254005	0	5.949656750572083	3.203661327231121	0	10.297482837528603	0.4576659038901602	0	0	0	1.6018306636155606	0	0	0.4576659038901602	0	0	0	1.8306636155606408	3.4324942791762014	4.3478260869565215	5.491990846681922	0	0.2288329519450801	5.720823798627002	5.2631578947368425	0	0.2288329519450801	8.695652173913043	4.805491990846682	0	0.9153318077803204	34.78260869565217	65.21739130434783	83.33333333333333	16.666666666666668	1.1111111111111112	92.5925925925926	3.7037037037037037	3.7037037037037037	0	0
children/training#76#children#F.conllu	20	312	15.6	4.584269662921348	0.67	0.57	0.78	0.7	3.8461538461538463	8.974358974358974	5.448717948717949	6.410256410256411	3.2051282051282053	13.14102564102564	0	15.384615384615385	1.2820512820512822	9.294871794871796	6.730769230769231	14.423076923076923	0.6410256410256411	0	11.217948717948717	0	0.49812734082397003	8.695652173913043	30.434782608695652	47.82608695652174	13.043478260869565	0	0	100.0	0	34.285714285714285	11.428571428571429	22.857142857142858	31.428571428571427	0	25.0	0	16.666666666666668	25.0	0	33.333333333333336	0	25.0	5.0	70.0	0	0	100.0	0	95.0	0	0	5.0	26.31578947368421	0	47.36842105263158	0	0	26.31578947368421	2.0	70.0	2.6857142857142855	2.9411764705882355	11.764705882352942	32.35294117647059	26.470588235294116	11.764705882352942	14.705882352941176	0	3.05	7.8	6.95	2.534412955465587	24	1.0	10	100.0	0	0	0	25.0	75.0	93.75	6.25	0.32051282051282054	2.2435897435897436	2.5641025641025643	4.8076923076923075	2.2435897435897436	0.32051282051282054	4.166666666666667	0.32051282051282054	8.012820512820513	3.2051282051282053	0.32051282051282054	0.6410256410256411	4.8076923076923075	1.9230769230769231	0	12.5	0.32051282051282054	0.32051282051282054	0	0	2.2435897435897436	0	0	0.6410256410256411	0	0	0.9615384615384616	0.9615384615384616	1.6025641025641026	4.166666666666667	4.8076923076923075	0.32051282051282054	0.9615384615384616	5.448717948717949	6.089743589743589	0	0.32051282051282054	14.423076923076923	6.410256410256411	0	1.6025641025641026	42.42424242424242	57.57575757575758	73.6842105263158	26.31578947368421	1.1875	81.25	18.75	0	0	0
children/training#51#children#F.conllu	21	345	16.428571428571427	4.3734177215189876	0.56	0.51	0.7	0.645	6.3768115942028984	9.855072463768115	6.3768115942028984	4.63768115942029	4.63768115942029	17.391304347826086	0	21.159420289855074	0.5797101449275363	6.666666666666667	1.7391304347826086	8.405797101449275	1.1594202898550725	0	11.014492753623188	0	0.509493670886076	0	15.625	53.125	31.25	0	0	100.0	0	68.42105263157895	2.6315789473684212	13.157894736842104	15.789473684210526	0	0	0	15.384615384615385	3.8461538461538463	0	80.76923076923077	0	43.75	18.75	37.5	0	0	93.75	6.25	100.0	0	0	0	0	0	12.5	0	0	87.5	2.380952380952381	95.23809523809524	2.6842105263157894	5.2631578947368425	10.526315789473685	31.57894736842105	26.31578947368421	15.789473684210526	10.526315789473685	0	3.7142857142857144	6.9	7.761904761904762	2.545762711864407	27	1.0	13	100.0	0	0	0	31.818181818181817	68.18181818181819	91.66666666666667	8.333333333333334	0.2898550724637681	1.1594202898550725	1.1594202898550725	5.797101449275362	4.63768115942029	0.2898550724637681	0.2898550724637681	0.8695652173913043	9.27536231884058	4.63768115942029	1.1594202898550725	0	5.507246376811594	3.4782608695652173	0	15.942028985507246	1.4492753623188406	0	0	0	1.4492753623188406	0	0	0.5797101449275363	0	0	0.5797101449275363	1.7391304347826086	1.7391304347826086	4.927536231884058	6.3768115942028984	0.5797101449275363	0.5797101449275363	4.63768115942029	4.63768115942029	0	0	8.405797101449275	6.086956521739131	0	1.7391304347826086	50.0	50.0	85.0	15.0	1.25	81.25	12.5	6.25	0	0
children/training#22#children#M.conllu	6	191	31.833333333333332	4.307262569832402	0.55	0	0.64	0	6.806282722513089	14.659685863874346	4.18848167539267	2.6178010471204187	4.18848167539267	16.75392670157068	0	17.277486910994764	0	8.37696335078534	2.6178010471204187	6.282722513089006	2.6178010471204187	0	13.612565445026178	0	0.4748603351955307	0	20.0	6.666666666666667	73.33333333333333	0	0	85.71428571428571	14.285714285714286	53.84615384615385	0	42.30769230769231	3.8461538461538463	0	0	0	0	7.142857142857143	0	92.85714285714286	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	100.0	4.833333333333333	100.0	3.0	0	7.6923076923076925	34.61538461538461	26.923076923076923	15.384615384615385	11.538461538461538	3.8461538461538463	7.166666666666667	6.586206896551724	10.333333333333334	2.3121387283236996	18	1.2	5	80.0	20.0	0	0	28.571428571428573	71.42857142857143	77.77777777777777	22.22222222222222	1.5706806282722514	2.094240837696335	2.094240837696335	4.18848167539267	4.18848167539267	0	0.5235602094240838	0.5235602094240838	10.99476439790576	4.18848167539267	2.094240837696335	0	4.18848167539267	1.5706806282722514	0.5235602094240838	14.136125654450261	2.094240837696335	0.5235602094240838	0	0	1.5706806282722514	1.5706806282722514	0	0	0	0	1.0471204188481675	0.5235602094240838	6.282722513089006	3.6649214659685865	4.18848167539267	0	0	6.806282722513089	6.806282722513089	0.5235602094240838	0	6.282722513089006	3.141361256544503	0	2.094240837696335	24.0	76.0	100.0	0.0	2.0	54.54545454545455	18.181818181818183	9.090909090909092	9.090909090909092	9.090909090909092
children/test#140#children#unknown.conllu	18	324	18.0	4.738831615120275	0.62	0.51	0.74	0.635	8.333333333333334	8.333333333333334	5.864197530864198	5.864197530864198	4.012345679012346	15.123456790123457	0	17.901234567901234	0	8.333333333333334	0	10.185185185185185	3.3950617283950617	0	12.654320987654321	0	0.49828178694158076	10.344827586206897	0	24.137931034482758	65.51724137931035	4.545454545454546	0	77.27272727272727	18.181818181818183	53.65853658536585	2.4390243902439024	26.829268292682926	17.073170731707318	0	0	0	18.181818181818183	9.090909090909092	18.181818181818183	54.54545454545455	0	0	0	100.0	5.555555555555555	0	88.88888888888889	5.555555555555555	94.73684210526316	0	5.2631578947368425	0	0	0	33.333333333333336	5.555555555555555	22.22222222222222	38.888888888888886	2.7222222222222223	83.33333333333333	2.292682926829268	0	17.5	47.5	22.5	10.0	0	2.5	4.444444444444445	6.612244897959184	8.0	2.6153846153846154	15	1.1428571428571428	7	85.71428571428571	14.285714285714286	0	0	29.166666666666668	70.83333333333333	100.0	0.0	0.6172839506172839	2.1604938271604937	2.4691358024691357	5.864197530864198	6.172839506172839	0	3.0864197530864197	0	7.098765432098766	4.012345679012346	1.5432098765432098	0	5.246913580246914	2.7777777777777777	0	12.962962962962964	2.1604938271604937	0	0	0	0.9259259259259259	0.30864197530864196	0.30864197530864196	0	0	0	0	0.6172839506172839	4.62962962962963	3.0864197530864197	5.246913580246914	0.30864197530864196	0	6.790123456790123	4.012345679012346	0	0.30864197530864196	10.185185185185185	5.555555555555555	0.30864197530864196	1.2345679012345678	37.5	62.5	84.0	16.0	1.1904761904761905	80.95238095238095	19.047619047619047	0	0	0
children/training#92#children#F.conllu	18	340	18.88888888888889	4.466216216216216	0.65	0.54	0.75	0.65	5.294117647058823	11.764705882352942	5.882352941176471	5.294117647058823	3.823529411764706	13.823529411764707	0	16.764705882352942	0.8823529411764706	7.9411764705882355	2.6470588235294117	12.941176470588236	1.4705882352941178	0	11.470588235294118	0	0.4831081081081081	0	12.0	36.0	52.0	5.882352941176471	0	94.11764705882354	0	43.58974358974359	0	35.8974358974359	20.512820512820515	0	5.882352941176471	0	23.529411764705884	35.294117647058826	0	35.294117647058826	0	12.5	0	87.5	12.5	0	87.5	0	88.88888888888889	0	11.11111111111111	0	0	0	37.5	25.0	0	37.5	2.5555555555555554	83.33333333333333	2.769230769230769	2.5641025641025643	15.384615384615385	33.333333333333336	15.384615384615385	23.076923076923077	5.128205128205129	5.128205128205129	3.5555555555555554	7.391304347826087	9.61111111111111	2.7050359712230216	39	1.0	12	100.0	0	0	0	42.857142857142854	57.142857142857146	88.23529411764706	11.764705882352942	0.29411764705882354	1.4705882352941178	1.7647058823529411	5.588235294117647	3.823529411764706	0.5882352941176471	2.9411764705882355	0.29411764705882354	9.117647058823529	3.823529411764706	0	0.5882352941176471	5.0	2.0588235294117645	0	11.176470588235293	2.6470588235294117	0	0	0	1.1764705882352942	0	0	0.5882352941176471	0	0	0.29411764705882354	2.0588235294117645	3.823529411764706	4.411764705882353	4.705882352941177	0.29411764705882354	0.8823529411764706	4.117647058823529	5.0	0.5882352941176471	0	12.941176470588236	5.294117647058823	0	2.6470588235294117	42.857142857142854	57.142857142857146	80.0	20.0	1.1111111111111112	88.88888888888889	11.11111111111111	0	0	0
