Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Fut	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	prep_dist_5	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:poss	dep_dist_det:predet	dep_dist_discourse	dep_dist_dislocated	dep_dist_expl	dep_dist_expl:impers	dep_dist_expl:pass	dep_dist_fixed	dep_dist_flat	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_orphan	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
journalism/training#107#journalism#F.conllu	34	769	22.61764705882353	4.76103500761035	0.67	0.64	0.74	0.68	4.811443433029909	15.604681404421326	4.031209362808843	2.4707412223667102	3.120936280884265	14.564369310793237	0	22.23667100130039	0.9102730819245773	0	3.5110533159947983	4.291287386215865	14.564369310793237	0.5201560468140443	0	9.362808842652797	0	0.5235920852359208	0	0	35.18518518518518	64.81481481481481	0	2.857142857142857	97.14285714285714	0	48.611111111111114	2.7777777777777777	22.22222222222222	26.38888888888889	2.857142857142857	0	14.285714285714286	0	2.857142857142857	80.0	0	15.789473684210526	10.526315789473685	73.6842105263158	0	0	100.0	0	89.47368421052632	0	0	10.526315789473685	23.529411764705884	0	17.647058823529413	0	0	58.8235294117647	2.2058823529411766	73.52941176470588	2.4166666666666665	1.408450704225352	19.718309859154928	40.84507042253521	14.084507042253522	18.309859154929576	5.633802816901408	0	4.823529411764706	10.253333333333334	11.235294117647058	2.648475120385233	30	1.3478260869565217	46	76.08695652173913	15.217391304347826	6.521739130434782	2.1739130434782608	0	3.225806451612903	96.7741935483871	64.28571428571429	35.714285714285715	1.3003901170351104	1.1703511053315996	0.9102730819245773	3.7711313394018204	4.421326397919376	1.1703511053315996	1.4304291287386215	0.5201560468140443	13.914174252275682	3.120936280884265	0.26007802340702213	0	4.9414824447334205	0.5201560468140443	0	14.434330299089726	0.13003901170351106	0	0	0	0.7802340702210663	0.26007802340702213	0.13003901170351106	0.26007802340702213	0	0	1.0403120936280885	0	2.210663198959688	8.842652795838752	3.250975292587776	0.39011703511053314	0.6501950585175552	4.031209362808843	5.201560468140442	0.26007802340702213	0	0.7802340702210663	14.564369310793237	4.421326397919376	0	0.9102730819245773	42.3728813559322	57.6271186440678	91.17647058823529	8.823529411764707	1.36	72.0	20.0	8.0	0	0
journalism/training#97#journalism#M.conllu	61	1189	19.491803278688526	4.541121495327102	0.64	0.52	0.77	0.645	4.7098402018502945	15.727502102607232	4.7098402018502945	4.457527333894029	2.607232968881413	18.58704793944491	0	19.091673675357445	0.08410428931875526	0	5.466778805719092	4.205214465937763	10.008410428931876	0.6728343145500421	0	9.671993271656854	0	0.47102803738317756	1.2658227848101267	2.5316455696202533	35.44303797468354	60.75949367088607	5.769230769230769	0	94.23076923076923	0	45.21739130434783	5.217391304347826	26.08695652173913	23.47826086956522	1.9230769230769231	0	25.0	9.615384615384615	0	63.46153846153846	0	0	6.122448979591836	93.87755102040816	4.3478260869565215	0	93.47826086956522	2.1739130434782608	86.79245283018868	0	7.547169811320755	5.660377358490566	4.3478260869565215	0	26.08695652173913	2.1739130434782608	0	67.3913043478261	2.1475409836065573	90.1639344262295	2.634782608695652	1.7543859649122806	14.912280701754385	32.45614035087719	28.07017543859649	14.912280701754385	5.2631578947368425	2.6315789473684212	4.065573770491803	9.076335877862595	9.147540983606557	2.6551040634291376	35	1.4090909090909092	66	72.72727272727273	19.696969696969695	3.0303030303030303	3.0303030303030303	1.5151515151515151	11.320754716981131	88.67924528301887	73.01587301587301	26.984126984126984	0.8410428931875525	1.8502943650126156	1.0933557611438183	4.205214465937763	3.532380151387721	0.08410428931875526	3.1118587047939443	0	14.213624894869639	2.607232968881413	0.5046257359125316	0.16820857863751051	3.1118587047939443	1.3456686291000841	0.08410428931875526	17.157275021026074	1.0092514718250631	0.42052144659377627	0	0	1.934398654331371	0.16820857863751051	0.08410428931875526	0.2523128679562658	0.08410428931875526	0	0.6728343145500421	0	2.1867115222876365	7.569386038687973	4.96215306980656	0.2523128679562658	0	4.457527333894029	5.466778805719092	0	0	0.16820857863751051	10.008410428931876	5.130361648444071	0	1.2615643397813288	46.610169491525426	53.389830508474574	76.19047619047619	23.80952380952381	1.1228070175438596	87.71929824561404	12.280701754385966	0	0	0
journalism/test#163#journalism#unknown.conllu	20	388	19.4	4.230547550432276	0.6	0.5	0.69	0.595	4.896907216494846	15.463917525773196	6.443298969072165	6.185567010309279	3.350515463917526	15.97938144329897	0	20.103092783505154	1.8041237113402062	0	4.123711340206185	1.8041237113402062	10.56701030927835	0.7731958762886598	0	8.505154639175258	0	0.4668587896253602	0	16.666666666666668	66.66666666666667	16.666666666666668	0	0	100.0	0	24.242424242424242	3.0303030303030303	24.242424242424242	48.484848484848484	0	0	25.0	0	0	75.0	0	4.3478260869565215	4.3478260869565215	91.30434782608695	9.090909090909092	0	90.9090909090909	0	91.66666666666667	0	4.166666666666667	4.166666666666667	0	0	31.818181818181817	27.272727272727273	0	40.90909090909091	2.0	75.0	2.6363636363636362	0	9.090909090909092	48.484848484848484	21.21212121212121	12.121212121212121	9.090909090909092	0	4.1	9.7	7.65	2.4464831804281344	37	1.380952380952381	21	66.66666666666667	28.571428571428573	4.761904761904762	0	0	27.77777777777778	72.22222222222223	78.57142857142857	21.428571428571427	0.5154639175257731	1.5463917525773196	1.288659793814433	6.185567010309279	3.865979381443299	0	4.123711340206185	0.25773195876288657	14.175257731958762	3.350515463917526	0.7731958762886598	0	2.8350515463917527	1.8041237113402062	0.25773195876288657	15.206185567010309	0.7731958762886598	0	0	0	0.7731958762886598	0	0	0.25773195876288657	0.25773195876288657	0	0	0.7731958762886598	2.0618556701030926	7.474226804123711	3.0927835051546393	0.25773195876288657	1.288659793814433	3.865979381443299	6.185567010309279	0	0	0.5154639175257731	10.56701030927835	5.154639175257732	0	0.5154639175257731	46.875	53.125	94.11764705882354	5.882352941176471	1.1333333333333333	86.66666666666667	13.333333333333334	0	0	0
journalism/test#39#journalism#unknown.conllu	25	643	25.72	4.686411149825784	0.62	0.535	0.69	0.61	4.976671850699844	13.996889580093313	6.2208398133748055	5.909797822706065	2.7993779160186625	16.174183514774494	0	17.884914463452567	1.3996889580093312	0	4.199066874027994	5.287713841368585	10.73094867807154	1.5552099533437014	0	8.864696734059098	0	0.4843205574912892	9.090909090909092	0	42.42424242424242	48.484848484848484	0	0	94.73684210526316	5.2631578947368425	33.333333333333336	1.7543859649122806	40.35087719298246	24.56140350877193	0	0	21.05263157894737	0	0	78.94736842105263	5.555555555555555	2.7777777777777777	11.11111111111111	80.55555555555556	3.125	0	90.625	6.25	84.21052631578948	0	5.2631578947368425	10.526315789473685	0	0	9.375	0	0	90.625	2.48	88.0	3.017543859649123	0	7.017543859649122	28.07017543859649	31.57894736842105	24.56140350877193	7.017543859649122	1.7543859649122806	4.76	10.370967741935484	11.68	2.7468123861566482	37	1.303030303030303	33	78.78787878787878	15.151515151515152	3.0303030303030303	3.0303030303030303	0	0.0	100.0	94.5945945945946	5.405405405405405	0.4665629860031104	2.021772939346812	1.088646967340591	5.7542768273716955	4.354587869362364	0.7776049766718507	4.354587869362364	0.7776049766718507	12.597200622083982	2.7993779160186625	0.4665629860031104	0.15552099533437014	2.177293934681182	0.7776049766718507	0	15.863141524105755	0.3110419906687403	0	0	0	0.7776049766718507	0.3110419906687403	0	0.4665629860031104	0	0	0.9331259720062208	0.15552099533437014	2.9548989113530326	7.620528771384137	5.443234836702955	0.3110419906687403	1.3996889580093312	3.7325038880248833	5.287713841368585	0.15552099533437014	0	0	10.73094867807154	3.8880248833592534	0	1.088646967340591	40.0	60.0	81.81818181818181	18.181818181818183	1.2222222222222223	81.48148148148148	14.814814814814815	3.7037037037037037	0	0
journalism/test#158#journalism#unknown.conllu	34	777	22.852941176470587	4.593841642228739	0.63	0.6	0.72	0.675	6.306306306306307	14.157014157014157	3.98970398970399	2.574002574002574	2.574002574002574	15.701415701415701	0	20.334620334620336	1.5444015444015444	0.1287001287001287	4.890604890604891	7.335907335907336	12.226512226512227	0.7722007722007722	0.1287001287001287	7.335907335907336	0	0.5161290322580645	2.127659574468085	0	27.659574468085108	70.2127659574468	0	2.7777777777777777	97.22222222222223	0	63.1578947368421	5.2631578947368425	12.280701754385966	19.29824561403509	0	0	16.666666666666668	0	5.555555555555555	77.77777777777777	0	0	0	100.0	0	0	94.44444444444444	5.555555555555555	90.0	0	10.0	0	5.555555555555555	0	22.22222222222222	0	11.11111111111111	61.111111111111114	2.0	73.52941176470588	2.754385964912281	0	17.54385964912281	26.31578947368421	28.07017543859649	22.80701754385965	1.7543859649122806	3.508771929824561	4.117647058823529	11.426470588235293	12.235294117647058	2.743827160493827	39	1.2173913043478262	46	78.26086956521739	21.73913043478261	0	0	0	33.333333333333336	66.66666666666667	83.72093023255815	16.27906976744186	0.9009009009009009	1.8018018018018018	1.0296010296010296	3.7323037323037322	5.534105534105534	0.3861003861003861	0.9009009009009009	0.2574002574002574	14.157014157014157	2.574002574002574	0.2574002574002574	0.5148005148005148	4.504504504504505	1.4157014157014156	0	15.315315315315315	0.2574002574002574	0.1287001287001287	0	0	1.0296010296010296	0	0	0.2574002574002574	0	0	1.8018018018018018	0.3861003861003861	0.7722007722007722	8.365508365508365	5.148005148005148	0.3861003861003861	1.287001287001287	3.474903474903475	5.7915057915057915	0.3861003861003861	0	0.3861003861003861	12.226512226512227	4.375804375804376	0	0.2574002574002574	43.10344827586207	56.89655172413793	84.84848484848484	15.151515151515152	1.1	90.0	10.0	0	0	0
journalism/test#179#journalism#unknown.conllu	24	644	26.833333333333332	4.793459552495697	0.62	0.545	0.7	0.635	6.366459627329193	15.993788819875776	5.124223602484472	4.3478260869565215	2.1739130434782608	16.614906832298136	0	21.11801242236025	0.4658385093167702	0	2.950310559006211	4.813664596273292	9.782608695652174	1.0869565217391304	0	9.161490683229813	0	0.5163511187607573	4.878048780487805	2.4390243902439024	60.97560975609756	31.70731707317073	0	0	100.0	0	30.508474576271187	5.084745762711864	25.423728813559322	38.983050847457626	0	0	33.333333333333336	0	0	66.66666666666667	0	8.0	12.0	80.0	13.043478260869565	0	86.95652173913044	0	82.14285714285714	0	10.714285714285714	7.142857142857143	8.695652173913043	0	26.08695652173913	0	0	65.21739130434783	2.7083333333333335	95.83333333333333	2.8813559322033897	0	10.169491525423728	33.898305084745765	30.508474576271187	13.559322033898304	6.779661016949152	5.084745762711864	5.0	9.907692307692308	13.875	2.8043087971274687	40	1.25	40	77.5	20.0	2.5	0	0	14.814814814814815	85.18518518518519	80.55555555555556	19.444444444444443	1.3975155279503106	0.7763975155279503	1.7080745341614907	4.503105590062112	5.590062111801243	0.6211180124223602	2.484472049689441	0.9316770186335404	14.130434782608695	2.1739130434782608	0.6211180124223602	0.3105590062111801	1.7080745341614907	0.9316770186335404	0.15527950310559005	15.062111801242237	1.3975155279503106	0.15527950310559005	0	0	0.9316770186335404	0	0	0.3105590062111801	0	0	0.9316770186335404	0.3105590062111801	2.950310559006211	8.695652173913043	4.658385093167702	0.7763975155279503	0.15527950310559005	3.8819875776397517	6.211180124223603	0.3105590062111801	0	0.4658385093167702	9.782608695652174	3.7267080745341614	0	1.2422360248447204	38.333333333333336	61.666666666666664	67.56756756756756	32.432432432432435	1.2333333333333334	80.0	16.666666666666668	3.3333333333333335	0	0
journalism/training#54#journalism#M.conllu	25	503	20.12	4.791666666666667	0.67	0.615	0.77	0.685	4.7713717693836974	12.524850894632207	7.355864811133201	5.964214711729622	1.9880715705765408	13.518886679920477	0	15.308151093439363	0.5964214711729622	0	5.168986083499006	6.361829025844931	14.115308151093439	1.3916500994035785	0	10.934393638170974	0	0.5208333333333334	5.128205128205129	5.128205128205129	43.58974358974359	46.15384615384615	0	0	95.45454545454545	4.545454545454546	40.0	5.454545454545454	23.636363636363637	30.90909090909091	0	0	22.727272727272727	18.181818181818183	0	59.09090909090909	0	10.344827586206897	13.793103448275861	75.86206896551724	4.0	0	92.0	4.0	83.33333333333333	0	3.3333333333333335	13.333333333333334	0	0	24.0	4.0	4.0	68.0	2.4	100.0	2.690909090909091	0	20.0	25.454545454545453	32.72727272727273	12.727272727272727	5.454545454545454	3.6363636363636362	4.04	8.383333333333333	9.2	2.538083538083538	31	1.45	20	65.0	25.0	10.0	0	0	29.62962962962963	70.37037037037037	79.41176470588235	20.58823529411765	0.9940357852882704	1.3916500994035785	2.1868787276341948	6.958250497017892	3.9761431411530817	0.5964214711729622	4.572564612326044	0.3976143141153082	11.133200795228628	1.9880715705765408	0.7952286282306164	0.1988071570576541	2.584493041749503	0.9940357852882704	0	12.326043737574553	1.1928429423459244	0	0	0	0.9940357852882704	0	0	0.1988071570576541	0	0	0.3976143141153082	0.5964214711729622	2.584493041749503	6.163021868787276	6.163021868787276	0.5964214711729622	0.5964214711729622	4.7713717693836974	4.970178926441352	0	0	0.1988071570576541	14.115308151093439	4.970178926441352	0	0.3976143141153082	45.45454545454545	54.54545454545455	76.66666666666667	23.333333333333332	1.3636363636363635	72.72727272727273	18.181818181818183	9.090909090909092	0	0
journalism/training#104#journalism#F.conllu	18	455	25.27777777777778	4.407317073170732	0.64	0.515	0.74	0.61	4.175824175824176	15.824175824175825	5.274725274725275	3.076923076923077	3.5164835164835164	15.164835164835164	0	19.34065934065934	4.835164835164835	0	4.175824175824176	2.6373626373626373	9.89010989010989	0.43956043956043955	1.098901098901099	10.54945054945055	0	0.4658536585365854	0	0	30.0	70.0	0	0	100.0	0	43.75	12.5	25.0	18.75	0	0	38.095238095238095	0	0	61.904761904761905	0	0	14.285714285714286	85.71428571428571	0	0	100.0	0	85.71428571428571	0	0	14.285714285714286	8.333333333333334	0	16.666666666666668	0	0	75.0	2.9444444444444446	88.88888888888889	2.6875	0	20.833333333333332	29.166666666666668	27.083333333333332	10.416666666666666	8.333333333333334	4.166666666666667	5.111111111111111	8.584905660377359	11.777777777777779	2.625	23	1.2608695652173914	23	86.95652173913044	4.3478260869565215	4.3478260869565215	4.3478260869565215	0	0.0	100.0	86.95652173913044	13.043478260869565	1.098901098901099	1.7582417582417582	1.978021978021978	4.615384615384615	3.076923076923077	0.21978021978021978	1.3186813186813187	0.6593406593406593	14.285714285714286	3.5164835164835164	0.43956043956043955	0	3.5164835164835164	1.098901098901099	0	15.164835164835164	0	0	0	0	0.21978021978021978	0.43956043956043955	0.21978021978021978	0.6593406593406593	0	0	0.6593406593406593	0	1.978021978021978	7.252747252747253	4.395604395604396	0.6593406593406593	4.615384615384615	3.7362637362637363	6.813186813186813	0.43956043956043955	0	0	9.89010989010989	3.956043956043956	0	1.3186813186813187	36.36363636363637	63.63636363636363	64.28571428571429	35.714285714285715	1.1666666666666667	83.33333333333333	16.666666666666668	0	0	0
journalism/test#90#journalism#unknown.conllu	22	486	22.09090909090909	4.756880733944954	0.66	0.59	0.75	0.68	4.732510288065844	15.020576131687243	3.7037037037037037	5.349794238683128	4.11522633744856	15.432098765432098	0	21.19341563786008	1.440329218106996	0	3.292181069958848	4.526748971193416	10.2880658436214	0.6172839506172839	0	10.2880658436214	0	0.4954128440366973	0	24.324324324324323	72.97297297297297	2.7027027027027026	10.0	0	90.0	0	20.0	4.0	22.0	54.0	0	0	60.0	10.0	0	30.0	8.0	20.0	20.0	52.0	0	0	100.0	0	76.92307692307692	0	3.8461538461538463	19.23076923076923	0	0	55.0	0	0	45.0	2.3636363636363638	86.36363636363636	2.5	0	24.0	30.0	28.0	10.0	6.0	2.0	5.045454545454546	9.346153846153847	10.681818181818182	2.5434782608695654	30	1.3478260869565217	23	73.91304347826087	17.391304347826086	8.695652173913043	0	0	15.789473684210526	84.21052631578948	70.0	30.0	1.8518518518518519	1.02880658436214	1.440329218106996	3.292181069958848	4.526748971193416	0.205761316872428	3.7037037037037037	1.02880658436214	13.580246913580247	4.11522633744856	0.6172839506172839	0.205761316872428	4.732510288065844	0.6172839506172839	0	14.609053497942387	0.823045267489712	0	0	0	0.6172839506172839	0	0	0.411522633744856	0	0	1.02880658436214	0	2.05761316872428	7.613168724279835	2.880658436213992	1.2345679012345678	1.440329218106996	3.909465020576132	6.790123456790123	0.205761316872428	0	0	10.2880658436214	4.526748971193416	0	0.6172839506172839	41.30434782608695	58.69565217391305	70.37037037037037	29.62962962962963	1.2857142857142858	76.19047619047619	19.047619047619047	4.761904761904762	0	0
journalism/test#81#journalism#unknown.conllu	43	865	20.11627906976744	4.716358839050132	0.61	0.52	0.72	0.595	7.514450867052023	13.410404624277456	6.936416184971098	4.393063583815029	2.4277456647398843	15.491329479768787	0	17.91907514450867	1.1560693641618498	0	4.7398843930635834	3.468208092485549	12.369942196531792	0.9248554913294798	0.11560693641618497	9.132947976878613	0	0.5131926121372031	0	11.11111111111111	38.888888888888886	50.0	8.571428571428571	0	88.57142857142857	2.857142857142857	44.30379746835443	2.5316455696202533	29.11392405063291	24.050632911392405	8.571428571428571	0	22.857142857142858	2.857142857142857	0	65.71428571428571	2.7777777777777777	11.11111111111111	5.555555555555555	80.55555555555556	0	0	100.0	0	92.10526315789474	0	5.2631578947368425	2.6315789473684212	5.714285714285714	0	22.857142857142858	0	0	71.42857142857143	2.3255813953488373	88.37209302325581	2.4430379746835444	0	25.31645569620253	30.379746835443036	24.050632911392405	16.455696202531644	2.5316455696202533	1.2658227848101267	4.3023255813953485	8.65	9.69767441860465	2.5384615384615383	29	1.2571428571428571	35	77.14285714285714	20.0	2.857142857142857	0	0	12.121212121212121	87.87878787878788	80.3921568627451	19.607843137254903	1.3872832369942196	1.5028901734104045	1.3872832369942196	6.705202312138728	5.317919075144508	0.23121387283236994	1.1560693641618498	0.6936416184971098	11.791907514450868	2.4277456647398843	0.5780346820809249	0.11560693641618497	2.7745664739884393	2.5433526011560694	0	15.028901734104046	0.4624277456647399	0	0	0	1.1560693641618498	0.23121387283236994	0	0.3468208092485549	0	0	0.9248554913294798	0	2.4277456647398843	5.5491329479768785	5.202312138728324	0.6936416184971098	1.1560693641618498	3.815028901734104	5.895953757225434	0.3468208092485549	0	0.3468208092485549	12.369942196531792	4.971098265895954	0	0.4624277456647399	44.18604651162791	55.81395348837209	70.83333333333333	29.166666666666668	1.263157894736842	78.94736842105263	15.789473684210526	5.2631578947368425	0	0
